"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"CEN23LA137","ACC","106898","2023-03-04T15:37:00Z","Thedford","Nebraska","United States",,"N131HL","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106898"
"WPR23LA117","ACC","106830","2023-03-04T13:08:00Z","Lampasas","Texas","United States",,"N6532M","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106830"
"ERA23LA135","ACC","106816","2023-03-03T17:00:00Z","Windsor Locks","Connecticut","United States",,"N300ER","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106816"
"GAA23WA092","ACC","106873","2023-03-03T16:06:00Z","Loreto",,"Peru",,"OB-1100","false","Aviation","None",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106873"
"WPR23LA121","ACC","106841","2023-03-03T13:30:00Z","San Andreas","California","United States",,"N9375J","false","Aviation","DirectorBrief",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=106841"
"WPR23LA120","ACC","106836","2023-03-03T13:28:00Z","Vernalis","California","United States",,"N48492","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106836"
"GAA23WA090","ACC","106855","2023-03-03T13:00:00Z","Fazenda Juína, Juína - MT",,"Brazil",,"PS-JCB","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106855"
"WPR23LA118","ACC","106831","2023-03-02T16:00:00Z","Orland","California","United States",,"N234SJ","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106831"
"DCA23LA196","ACC","106815","2023-03-02T15:20:00Z","Dallas","Texas","United States",,"N366FR","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106815"
"ERA23LA144","ACC","106850","2023-03-02T14:05:00Z","Slaughters","Kentucky","United States",,"N9420N","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106850"
"GAA23WA085","ACC","106812","2023-03-02T02:22:00Z","Dansey Pass, Livingston",,"New Zealand",,"ZK-IES","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106812"
"GAA23WA087","ACC","106828","2023-02-28T20:45:00Z","Nakina","Other Foreign","Canada",,"C-GMVB","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106828"
"ERA23LA132","ACC","106801","2023-02-28T14:30:00Z","Trenton","South Carolina","United States",,"N945HS","false","Aviation","DirectorBrief",,"Serious","0","1","1",,,"https://data.ntsb.gov/Docket?ProjectID=106801"
"GAA23WA088","ACC","106829","2023-02-28T13:58:00Z","Itzehoe","Other Foreign","Germany",,"N337BQ","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106829"
"ERA23LA134","ACC","106814","2023-02-28T12:11:00Z","Labelle","Florida","United States",,"N397ME","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106814"
"DCA23WA189","OCC","106795","2023-02-27T21:06:00Z","Budapest","Other Foreign","Hungary",,"OE-IWD","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106795"
"DCA23LA192","INC","106806","2023-02-27T19:54:00Z","Boston","Massachusetts","United States",,"N280LJ, N179JB","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106806"
"ERA23FA131","ACC","106797","2023-02-27T17:55:00Z","Hillsville","Virginia","United States",,"N2991J","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106797"
"GAA23WA102","ACC","106931","2023-02-26T14:52:00Z","Flaminio Suárez",,"Colombia",,"HJ-320","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106931"
"CEN23LA123","ACC","106799","2023-02-26T10:15:00Z","Erie","Colorado","United States",,"N840T","false","Aviation","DirectorBrief","2023-03-30T04:00:00Z","None","0","0","0","The pilot’s loss of directional control during landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=106799"
"CEN23LA122","ACC","106790","2023-02-25T16:00:00Z","Princeton","Minnesota","United States",,"N208SP","false","Aviation","DirectorBrief","2023-03-30T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the takeoff roll. Contributing to the accident, was the runway condition combined with a right crosswind.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=106790"
"ERA23LA133","ACC","106802","2023-02-25T13:45:00Z","Ebeemee Township","Maine","United States",,"N4433M","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106802"
"WPR23MA113","ACC","106784","2023-02-24T22:14:00Z","Stagecoach","Nevada","United States",,"N273SM","false","Aviation","DirectorBrief",,"Fatal","5","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106784"
"DCA23LA191","ACC","106804","2023-02-24T21:30:00Z","New York","New York","United States",,"N337JB","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106804"
"WPR23LA115","ACC","106789","2023-02-24T19:34:00Z","Mulino","Oregon","United States",,"N8500Z","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106789"
"ERA23FA130","ACC","106783","2023-02-24T17:07:00Z","Duluth","Minnesota","United States",,"N929DR","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106783"
"WPR23LA114","ACC","106788","2023-02-24T13:15:00Z","Ephraim","Utah","United States",,"N84717","false","Aviation","DirectorBrief","2023-03-23T04:00:00Z","None","0","0","0","The pilot’s improper landing flare and loss of directional control.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=106788"
"GAA23WA077","ACC","106778","2023-02-23T18:40:00Z","Budaors",,"Hungary",,"HA-HBQ","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106778"
"CEN23LA119","ACC","106770","2023-02-23T12:48:00Z","Martinsville","Indiana","United States",,"N1700T","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The pilot’s inadequate weather evaluation and failure to abort the takeoff that resulted in an impact with terrain.","Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=106770"
"GAA23WA081","ACC","106800","2023-02-23T03:33:00Z","Winnipeg","Other Foreign","Canada",,"C-FJXO","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106800"
"DCA23LA185","INC","106779","2023-02-22T19:55:00Z","Burbank","California","United States",,"N954LR, N619UX","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106779"
"GAA23WA080","ACC","106796","2023-02-22T19:15:00Z","Rincão de Santana",,"Brazil",,"PT-UNS","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106796"
"GAA23WA075","ACC","106769","2023-02-22T17:28:00Z","Dessau",,"Germany",,"D-ETTG","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106769"
"CEN23FA113","ACC","106756","2023-02-22T12:56:00Z","Little Rock","Arkansas","United States",,"N55PC","false","Aviation","DirectorBrief",,"Fatal","5","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106756"
"WPR23LA116","ACC","106827","2023-02-20T15:25:00Z","San Jose","California","United States",,"N9267P","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106827"
"CEN23LA121","ACC","106787","2023-02-20T13:39:00Z","Oklahoma City","Oklahoma","United States",,"N303SB","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing, that resulted in a runway excursion, and an impact with an obstacle.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=106787"
"CEN23LA117","ACC","106765","2023-02-20T12:00:00Z","Guthrie","Oklahoma","United States",,"N25342","false","Aviation","DirectorBrief","2023-03-30T04:00:00Z","Minor","0","0","1","The student pilot’s failure to maintain directional control during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=106765"
"CEN23LA116","ACC","106764","2023-02-19T22:04:00Z","Grand Prairie","Texas","United States",,"N4210D","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106764"
"WPR23FA110","ACC","106746","2023-02-19T14:35:00Z","Grass Valley","California","United States",,"N420PF","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106746"
"CEN23LA118","ACC","106767","2023-02-19T14:30:00Z","Houston","Texas","United States",,"N2722K","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106767"
"WPR23LA111","ACC","106758","2023-02-19T11:57:00Z","Cal-Nev-Ari","Nevada","United States",,"N2847H","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","Serious","0","1","0","The pilot’s improper decision to takeoff with known damage to the wing and his failure to maintain directional control during takeoff on rough terrain.","Environmental issues - Physical environment - Terrain - Rough terrain - Effect on equipment, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on equipment, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=106758"
"ERA23LA129","ACC","106782","2023-02-19T11:15:00Z","Chatham","Massachusetts","United States",,"N711PD","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106782"
"CEN23LA111","ACC","106749","2023-02-19T10:10:00Z","Moline","Illinois","United States",,"N84688","false","Aviation","DirectorBrief","2023-04-06T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during the landing roll in gusting crosswind conditions.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Contributed to outcome, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - Training organization","https://data.ntsb.gov/Docket?ProjectID=106749"
"ERA23LA128","ACC","106747","2023-02-18T18:32:00Z","Buckhannon","West Virginia","United States",,"N6597X","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106747"
"CEN23LA110","ACC","106748","2023-02-18T14:45:00Z","Cloquet","Minnesota","United States",,"N9168P","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106748"
"CEN23LA114","ACC","106757","2023-02-18T12:00:00Z","Venus","Texas","United States",,"N6536G","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106757"
"DCA23WA206","INC","106869","2023-02-18T08:30:00Z","Sydney","Other Foreign","Australia",,"VH-??","false","Aviation","None",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106869"
"GAA23WA073","ACC","106760","2023-02-17T23:50:00Z","Mount Mayon","Other Foreign","Philippines",,"RP-C2080","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106760"
"ERA23LA150","ACC","106875","2023-02-17T19:19:00Z","Fernandina Beach","Florida","United States",,"N740NG","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106875"
"CEN23LA112","ACC","106750","2023-02-17T12:16:00Z","Houston","Texas","United States",,"N14QB","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106750"
"GAA23WA082","ACC","106803","2023-02-17T11:19:00Z","Xian",,"China",,"B-7683","false","Aviation","None",,"Fatal","1","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106803"
"GAA23WA119","ACC","107017","2023-02-17T05:00:00Z","Checkhov",,"Russia",,"RA-04340","false","Aviation","None",,"Fatal","2","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107017"
"GAA23WA079","ACC","106792","2023-02-16T23:18:00Z","La Isabela","Other Foreign","Dominican Republic",,"N515DF","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106792"
"DCA23LA179","INC","106768","2023-02-16T21:59:00Z","Sarasota","Florida","United States",,"N976NN, C-FJQH","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106768"
"ERA23LA127","ACC","106743","2023-02-16T15:31:00Z","Chamblee","Georgia","United States",,"N103AV","false","Aviation","DirectorBrief",,"Serious","0","1","1",,,"https://data.ntsb.gov/Docket?ProjectID=106743"
"GAA23WA078","ACC","106791","2023-02-16T12:00:00Z","Santa Vitoria do Palmar","Other Foreign","Brazil",,"PT-UDU","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106791"
"DCA23LA175","ACC","106744","2023-02-16T08:30:00Z","New Orleans","Louisiana","United States",,"N505NK","false","Aviation","DirectorBrief",,"Serious","0","1","2",,,"https://data.ntsb.gov/Docket?ProjectID=106744"
"WPR23LA112","ACC","106771","2023-02-15T18:30:00Z","Corning","California","United States",,"UNREG","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106771"
"CEN23LA115","ACC","106759","2023-02-15T16:20:00Z","Cahokia","Illinois","United States",,"N7681F","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106759"
"WPR23LA119","ACC","106835","2023-02-15T14:16:00Z","Fullerton","California","United States",,"N8318C","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106835"
"ERA23LA139","ACC","106824","2023-02-15T11:39:00Z","Keystone Heights","Florida","United States",,"N2419V","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106824"
"ANC23LA023","ACC","106742","2023-02-14T09:38:00Z","Kona","Hawaii","United States",,"N5KR","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106742"
"GAA23WA124","INC","107079","2023-02-14T04:00:00Z","Malacca City",,"Malaysia",,"9M-SKJ","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107079"
"GAA23WA071","ACC","106735","2023-02-13T16:25:00Z","Concomá",,"Guatemala",,"N8203L","false","Aviation","None",,"Fatal","3","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106735"
"ANC23LA022","ACC","106736","2023-02-13T16:00:00Z","Chugiak","Alaska","United States",,"N9572G","false","Aviation","DirectorBrief","2023-04-06T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during takeoff in flat light conditions which resulted in a loss of control and impact with a snow berm.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on personnel, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Light condition - Flat light - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=106736"
"DCA23WA177","OCC","106752","2023-02-13T09:09:00Z","Istanbul","Other Foreign","Turkey",,"TC-JJJ","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106752"
"ENG23WA020","INC","106763","2023-02-12T23:34:00Z","Fa'a'a",,"Paracel Islands",,"F-HGNU","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106763"
"CEN23LA108","ACC","106727","2023-02-12T18:28:00Z","Crosby","Texas","United States",,"N3238L","false","Aviation","DirectorBrief",,"Serious","0","1","1",,,"https://data.ntsb.gov/Docket?ProjectID=106727"
"WPR23LA109","ACC","106729","2023-02-12T17:00:00Z","Morgan","Utah","United States",,"N8135K","false","Aviation","DirectorBrief","2023-03-23T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=106729"
"CEN23LA107","ACC","106726","2023-02-12T10:58:00Z","Lakeway","Texas","United States",,"N304MA","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106726"
"CEN23LA106","ACC","106725","2023-02-11T15:06:00Z","Cortland","Illinois","United States",,"N592J","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106725"
"ERA23LA126","ACC","106733","2023-02-11T13:50:00Z","Rochester","New York","United States",,"N600C","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106733"
"ANC23LA021","ACC","106730","2023-02-10T18:00:00Z","Tok","Alaska","United States",,"N44782","false","Aviation","DirectorBrief","2023-04-06T04:00:00Z","None","0","0","0","The pilot's failure to maintain a proper approach glide path, which resulted in a hard landing, short of his anticipated touchdown point.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=106730"
"GAA23WA099","ACC","106907","2023-02-10T14:00:00Z","Puente de Ixtla",,"Mexico",,"N9634B","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106907"
"DCA23LA170","ACC","106723","2023-02-10T13:00:00Z","Chicago","Illinois","United States",,"N944AN","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106723"
"DCA23WA166","OCC","106719","2023-02-10T12:30:00Z","Prestwick","Other Foreign","United Kingdom",,"N197DN","false","Aviation","None",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106719"
"DCA23WA178","INC","106753","2023-02-10T02:10:00Z","Paris","Other Foreign","France",,"TF-BBL","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106753"
"GAA23WA072","ACC","106740","2023-02-09T19:30:00Z","Vargem Alta",,"Brazil",,"PR-PLF","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106740"
"DCA23WA165","OCC","106717","2023-02-09T12:15:00Z","Mediterranean Sea","Other Foreign","Netherlands",,"PH-BQO","false","Aviation","None",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106717"
"DCA23WA159","INC","106711","2023-02-09T01:15:00Z","Brazzaville","Other Foreign","Congo",,"5N-OTT","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106711"
"GAA23WA069","ACC","106708","2023-02-08T18:50:00Z","Nassau",,"Bahamas",,"N5982Y","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106708"
"ANC23LA020","ACC","106728","2023-02-08T18:00:00Z","Soldotna","Alaska","United States",,"N5987H","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106728"
"CEN23LA104","ACC","106702","2023-02-08T11:00:00Z","Waukesha","Wisconsin","United States",,"N426SJ","false","Aviation","DirectorBrief","2023-04-06T04:00:00Z","None","0","0","0","The pilot’s failure to maintain aircraft control during landing. Contributing to the accident was the pilot’s inadequate preflight inspection removal of the angle of attack vane cover.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=106702"
"WPR23LA108","ACC","106709","2023-02-07T07:45:00Z","Lander","Wyoming","United States",,"N4045R","false","Aviation","DirectorBrief","2023-03-23T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=106709"
"WPR23LA107","ACC","106695","2023-02-06T22:35:00Z","Yuma","Arizona","United States",,"N36FA","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106695"
"ERA23LA125","ACC","106732","2023-02-06T18:50:00Z","Pikeville","North Carolina","United States",,"N116CL","false","Aviation","DirectorBrief","2023-03-30T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during the landing roll.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=106732"
"ERA23LA140","ACC","106837","2023-02-06T17:30:00Z","Lake Katrine","New York","United States",,"N871LA","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106837"
"CEN23LA103","ACC","106701","2023-02-06T16:45:00Z","Bismarck","North Dakota","United States",,"N425Z","false","Aviation","DirectorBrief",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=106701"
"ERA23LA124","ACC","106687","2023-02-06T15:32:00Z","Milton","Florida","United States",,"N330PC","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106687"
"CEN23LA133","ACC","106885","2023-02-06T13:00:00Z","Hilbert","Wisconsin","United States",,"N1074W","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The pilot’s inadequate fuel management, which resulted in a total loss of engine power due to fuel starvation.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot","https://data.ntsb.gov/Docket?ProjectID=106885"
"DCA23WA150","ACC","106686","2023-02-06T05:00:00Z","Womarden",,"Australia",,"N619SW","false","Aviation","None",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=106686"
"ENG23WA019","INC","106755","2023-02-05T17:57:00Z","Armistar",,"India",,"VT-ISE","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106755"
"WPR23LA105","ACC","106693","2023-02-05T17:30:00Z","Yakima","Washington","United States",,"N7452F","false","Aviation","DirectorBrief","2023-03-23T04:00:00Z","None","0","0","0","The pilot's failure to see and avoid a powerline while flying at low altitude over a river.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=106693"
"WPR23LA104","ACC","106692","2023-02-05T14:16:00Z","Gladewater","Texas","United States",,"N123JV","false","Aviation","DirectorBrief",,"Minor","0","0","4",,,"https://data.ntsb.gov/Docket?ProjectID=106692"
"CEN23LA099","ACC","106682","2023-02-05T13:55:00Z","Eau Claire","Wisconsin","United States",,"N9770J","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106682"
"CEN23LA100","ACC","106683","2023-02-05T13:00:00Z","Denton","Texas","United States",,"N5442B","false","Aviation","DirectorBrief","2023-03-02T05:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during a touch-and-go landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - Wet/muddy terrain - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=106683"
"CEN23LA101","ACC","106684","2023-02-04T17:30:00Z","Bayport","Minnesota","United States",,"N9111L","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106684"
"WPR23LA103","ACC","106691","2023-02-04T16:05:00Z","Porterville","Utah","United States",,"N3969B","false","Aviation","DirectorBrief","2023-03-23T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain clearance from snow covered terrain while maneuvering at low altitude.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Perception/orientation/illusion - Visual illusion/disorientation - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=106691"
"CEN23LA109","ACC","106739","2023-02-04T14:00:00Z","Montevideo","Minnesota","United States",,"N1982Z","false","Aviation","DirectorBrief","2023-03-23T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=106739"
"DCA23LA149","INC","106680","2023-02-04T07:30:00Z","Austin","Texas","United States",,"N7827A, N297FE","false","Aviation","BoardBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106680"
"DCA23WA184","OCC","106777","2023-02-04T05:00:00Z","Derby",,"United Kingdom",,"N370UP","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106777"
"GAA23WA066","INC","106685","2023-02-03T13:40:00Z","Stann Creek",,"Belize",,"V3-HES","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106685"
