"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"CEN22LA238","ACC","105228","2022-06-08T06:45:00Z","Hot Springs","South Dakota","United States",,"N9158Z","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","Serious","0","1","0","The passenger lost her grip during landing in a balloon which resulted in her hitting the ground with her shoulder and suffering a serious injury.","Personnel issues - Physical - Physical characteristic - Strength - Passenger","https://data.ntsb.gov/Docket?ProjectID=105228"
"DCA22LA126","INC","105216","2022-06-08T04:13:00Z","Tulsa","Oklahoma","United States",,"N949FD","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105216"
"GAA22WA204","ACC","105289","2022-06-08T02:00:00Z","Timika","Other Foreign","Indonesia",,"PK-DAR","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105289"
"ANC22LA042","ACC","105265","2022-06-07T23:00:00Z","Chisana","Alaska","United States",,"N731E","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The pilot’s selection of an unsuitable landing site, which resulted in the nosewheel collapsing.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Wet/muddy terrain - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=105265"
"WPR22LA208","ACC","105225","2022-06-07T20:00:00Z","Fort Duchesne","Utah","United States",,"N8889G","false","Aviation","DirectorBrief","2022-09-01T04:00:00Z","None","0","0","0","The pilot’s decision to takeoff from an unimproved surface which resulted in a collision with an object and the airplane nosing over.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot","https://data.ntsb.gov/Docket?ProjectID=105225"
"WPR22LA203","ACC","105220","2022-06-07T16:45:00Z","Hillsboro","Oregon","United States",,"N565L","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105220"
"CEN22LA237","ACC","105215","2022-06-07T14:15:00Z","Fort Worth","Texas","United States",,"N8283V","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105215"
"WPR22LA207","ACC","105224","2022-06-07T11:00:00Z","Blackfoot","Idaho","United States",,"N7303M","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","Minor","0","0","1","The pilot’s loss of airplane control during the landing approach which, resulted in an undershoot and collision with a fence.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Fence/fence post - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=105224"
"ERA22FA262","ACC","105205","2022-06-07T09:40:00Z","Greenville","Ohio","United States",,"N600TA","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105205"
"WPR22FA198","ACC","105212","2022-06-07T09:30:00Z","Hemet","California","United States",,"N18244","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105212"
"WPR22LA201","ACC","105217","2022-06-07T08:35:00Z","Hawthorne","California","United States",,"N694PD, N175WA","false","Aviation","DirectorBrief","2022-12-02T05:00:00Z","None","0","0","0","The multi-engine pilot's failure to maintain clearance from another airplane during taxi.","Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot, Environmental issues - Physical environment - Object/animal/substance - Aircraft - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=105217"
"GAA22WA198","ACC","105218","2022-06-07T04:00:00Z","Punaauia",,"French Polynesia",,"F-BXAM","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105218"
"ERA22LA263","ACC","105207","2022-06-06T16:20:00Z","Westminster","Maryland","United States",,"N29501","false","Aviation","DirectorBrief","2022-12-15T05:00:00Z","Minor","0","0","2","The student pilot’s loss of control during a go-around and the delayed remedial action initiated by the flight instructor, which resulted in a runway excursion and collision with trees.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - (general) - (general) - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=105207"
"ERA22FA261","ACC","105200","2022-06-06T16:10:00Z","Panama City","Florida","United States",,"N160LL","false","Aviation","DirectorBrief",,"Fatal","2","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105200"
"CEN22FA232","ACC","105199","2022-06-06T15:22:00Z","Kenedy","Texas","United States",,"N2118R","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105199"
"WPR22LA206","ACC","105223","2022-06-06T11:30:00Z","Reno","Nevada","United States",,"N52JH","false","Aviation","DirectorBrief","2022-12-02T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing roll.","Aircraft - Aircraft systems - Landing gear system - Main gear strut/axle/truck - Failure, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105223"
"CEN22LA234","ACC","105203","2022-06-06T09:50:00Z","Henderson","Texas","United States",,"N94WC","false","Aviation","DirectorBrief",,"Serious","0","1","1",,,"https://data.ntsb.gov/Docket?ProjectID=105203"
"WPR22LA200","ACC","105214","2022-06-06T08:15:00Z","Wheatland","Wyoming","United States",,"N4067V","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","Minor","0","0","2","The pilot’s improper landing flare which, resulted in a bounced landing and subsequent nose over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105214"
"WPR22LA199","ACC","105213","2022-06-06T08:14:00Z","Holbrook","Arizona","United States",,"N22LD","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=105213"
"CEN22LA235","ACC","105209","2022-06-06T07:40:00Z","Nashville","Arkansas","United States",,"N787CD","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","None","0","0","0","The pilot was not able to stop the airplane on a wet runway due to hydroplaning.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105209"
"CEN22LA259","ACC","105287","2022-06-05T18:52:00Z","Mesquite","Texas","United States",,"N9475Y","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","None","0","0","0","A collapse of the airplane’s landing gear during the landing roll for reasons that could not be determined based on the available information.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Malfunction, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Damaged/degraded, Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=105287"
"DCA22WA130","INC","105258","2022-06-05T17:02:00Z","Peshawar","Other Foreign","Pakistan",,"EX32009, GYMMD","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105258"
"GAA22WA199","ACC","105230","2022-06-05T16:36:00Z","Currais Novos","Other Foreign","Brazil",,"PP-MCJ","false","Aviation","None",,"Fatal","3","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105230"
"CEN22FA224","ACC","105185","2022-06-05T16:30:00Z","Midlothian","Texas","United States",,"N2817H","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105185"
"WPR22LA202","ACC","105219","2022-06-05T13:12:00Z","Chelan","Washington","United States",,"UNREG","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=105219"
"CEN22LA257","ACC","105285","2022-06-05T11:35:00Z","Gettysburg","South Dakota","United States",,"N901BW","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105285"
"GAA22WA197","ACC","105206","2022-06-05T10:00:00Z","Deadman's Cay","Other Foreign","Bahamas",,"N711JW","false","Aviation","None",,"Fatal","1","3","0",,,"https://data.ntsb.gov/Docket?ProjectID=105206"
"GAA22WA195","ACC","105197","2022-06-04T19:00:00Z","Chirijox",,"Guatemala",,"TG-PIM","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105197"
"ENG22WA030","INC","105276","2022-06-04T15:10:00Z","Tijuana",,"Mexico",,"XA-VIN","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105276"
"WPR22LA204","ACC","105221","2022-06-04T14:30:00Z","Snohomish","Washington","United States",,"N561PK","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105221"
"CEN22LA254","ACC","105277","2022-06-04T14:30:00Z","San Marcos","Texas","United States",,"N596JW","false","Aviation","DirectorBrief","2022-09-08T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot","https://data.ntsb.gov/Docket?ProjectID=105277"
"CEN22LA231","ACC","105195","2022-06-04T13:00:00Z","El Paso","Texas","United States",,"CF-DYB","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","Serious","0","1","0","The pilot’s failure to maintain directional control of the airplane during take off.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105195"
"ERA22LA259","ACC","105193","2022-06-04T12:56:00Z","Spencer","Virginia","United States",,"N8429X","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot’s failure to extend the landing gear before landing. Contributing to the accident was the pilot’s failure to use the landing checklist.","Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated","https://data.ntsb.gov/Docket?ProjectID=105193"
"ERA22FA257","ACC","105184","2022-06-04T12:01:00Z","Fairfield","New Jersey","United States",,"N98ZA","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105184"
"WPR22LA228","ACC","105352","2022-06-04T11:48:00Z","Palm Springs","California","United States",,"N4752K","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105352"
"ERA22LA264","ACC","105227","2022-06-04T11:22:00Z","Ellington","Connecticut","United States",,"N90JF","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot's improper fuel planning, which resulted in a total loss of engine power due to fuel exhaustion, an emergency landing, and runway excursion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level","https://data.ntsb.gov/Docket?ProjectID=105227"
"CEN22LA233","ACC","105201","2022-06-04T09:00:00Z","Amarillo","Texas","United States",,"N9087S","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105201"
"ERA22LA260","ACC","105194","2022-06-03T19:30:00Z","Hagerstown","Maryland","United States",,"N68902","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control during takeoff in a crosswind, which resulted in abnormal runway contact and a runway excursion.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105194"
"WPR22FA197","ACC","105183","2022-06-03T13:47:00Z","Oceanside","California","United States",,"N7581F","false","Aviation","DirectorBrief",,"Fatal","1","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105183"
"ERA22LA258","ACC","105186","2022-06-03T12:00:00Z","Pittsboro","North Carolina","United States",,"N44374","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105186"
"CEN22LA230","ACC","105192","2022-06-02T18:03:00Z","Ennis","Texas","United States",,"N65497","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105192"
"CEN22FA223","ACC","105180","2022-06-02T17:45:00Z","Bowling Green","Missouri","United States",,"N1976E","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105180"
"GAA22WA196","ACC","105198","2022-06-02T16:10:00Z","Klobuck",,"Poland",,"SP-AKW","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105198"
"WPR22LA205","ACC","105222","2022-06-02T16:00:00Z","Reno","Nevada","United States",,"N91JK","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None","0","0","0","The pilot’s loss of control following the inadvertent placement of his foot behind the anti-torque pedal.","Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105222"
"CEN22LA229","ACC","105191","2022-06-02T14:11:00Z","San Antonio","Texas","United States",,"N415WF","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None","0","0","0","The loss of engine power due to fuel starvation. Contributing to the fuel starvation was a faulty experimental fuel gauge.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Aircraft - Aircraft systems - Fuel system - Fuel quantity indicator - Malfunction","https://data.ntsb.gov/Docket?ProjectID=105191"
"CEN22LA251","ACC","105267","2022-06-02T13:15:00Z","Ray","Michigan","United States",,"N36YR","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105267"
"CEN22LA236","ACC","105210","2022-06-02T13:00:00Z","Houston","Texas","United States",,"N1396D","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105210"
"WPR22FA196","ACC","105179","2022-06-02T12:18:00Z","Oroville","California","United States",,"N7641R","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105179"
"WPR22FA195","ACC","105178","2022-06-02T11:30:00Z","Lucerne Valley","California","United States",,"N6366M","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105178"
"CEN22LA221","ACC","105172","2022-06-01T20:15:00Z","Burlington","Wisconsin","United States",,"N65009","false","Aviation","DirectorBrief",,"Serious","0","3","0",,,"https://data.ntsb.gov/Docket?ProjectID=105172"
"ERA22LA255","ACC","105174","2022-06-01T17:20:00Z","Pemberton Township","New Jersey","United States",,"N3658T","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot’s improper landing flare, which resulted in a hard, bounced landing and a subsequent loss of control.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105174"
"CEN22LA228","ACC","105190","2022-06-01T17:00:00Z","Allport","Arkansas","United States",,"N5007R","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=105190"
"ERA22LA254","ACC","105170","2022-06-01T15:27:00Z","Tredyffin","Pennsylvania","United States",,"N432CP","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=105170"
"CEN22LA220","ACC","105171","2022-06-01T12:15:00Z","River Falls","Wisconsin","United States",,"N6298L","false","Aviation","DirectorBrief",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=105171"
"CEN22LA219","ACC","105168","2022-05-31T21:16:00Z","Cameron","Texas","United States",,"N27574","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","Minor","0","0","2","The flight crew not maintaining lateral control of the helicopter during hovering operation which resulted in a dynamic rollover.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Flight crew, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105168"
"ERA22LA253","ACC","105166","2022-05-31T19:25:00Z","Simsbury","Connecticut","United States",,"N2973K","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot’s delayed decision to abort the landing, which resulted in a runway overrun.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=105166"
"WPR22LA193","ACC","105169","2022-05-31T09:40:00Z","Galice","Oregon","United States",,"N298DM","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105169"
"CEN22FA217","ACC","105150","2022-05-31T08:35:00Z","Memphis","Tennessee","United States",,"N162KG","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105150"
"ERA22LA248","ACC","105155","2022-05-30T12:45:00Z","Winter Haven","Florida","United States",,"N136WF","false","Aviation","DirectorBrief","2022-09-01T04:00:00Z","None","0","0","0","The pilot’s improper flare and inadequate application of power during landing, resulting in a hard landing and substantial damage to the airplane.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=105155"
"WPR22LA194","ACC","105175","2022-05-30T11:35:00Z","East Sound","Washington","United States",,"N20487","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None","0","0","0","The pilot's failure to attain a proper touchdown point which, resulted in a runway overrun and collision with trees.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105175"
"WPR22LA191","ACC","105164","2022-05-30T10:43:00Z","Carlsbad","California","United States",,"N722PA","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control of the airplane during takeoff.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=105164"
"WPR22LA192","ACC","105165","2022-05-30T08:40:00Z","Willits","California","United States",,"N1043B","false","Aviation","DirectorBrief",,"Fatal","1","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105165"
"CEN22FA216","ACC","105145","2022-05-30T07:48:00Z","Cheyenne","Wyoming","United States",,"N44508","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105145"
"ENG22WA031","INC","105288","2022-05-30T04:00:00Z","Apodaca",,"Mexico",,"XA-VIK","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105288"
"ERA22LA249","ACC","105157","2022-05-29T20:55:00Z","Melrose","Tennessee","United States",,"N1294E","false","Aviation","DirectorBrief",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=105157"
"CEN22LA227","ACC","105189","2022-05-29T15:27:00Z","Morgan","Texas","United States",,"N2148J","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105189"
"ERA22LA247","ACC","105154","2022-05-29T10:15:00Z","Jacksonville","Florida","United States",,"N8919S","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105154"
"ERA22LA245","ACC","105148","2022-05-29T09:00:00Z","Frederick","Maryland","United States",,"N85EX","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The pilot’s inadvertent application of the brakes during the landing roll which resulted in a nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105148"
"WPR22FA189","ACC","105143","2022-05-29T08:00:00Z","Granite Shoals","Texas","United States",,"N490F","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105143"
"ENG22WA038","ACC","105783","2022-05-29T04:00:00Z","Near Shikha",,"Nepal",,"9N-AET","false","Aviation","None",,"Fatal","22","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105783"
"GAA22WA193","ACC","105162","2022-05-29T04:00:00Z","Slunj",,"Croatia",,"D-EGLF","false","Aviation","None",,"Fatal","4","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105162"
"ANC22LA038","ACC","105176","2022-05-28T18:30:00Z","Glacier View","Alaska","United States",,"N4024Z","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","Serious","0","1","2","The pilot's failure to maintain adequate airspeed during the landing approach, which resulted in the airplane exceeding its critical angle of attack and a subsequent aerodynamic stall at an altitude too low to recover.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105176"
"CEN22LA222","ACC","105173","2022-05-28T18:20:00Z","Canyon Lake","Texas","United States",,"N3842Q","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","Minor","0","0","3","The pilot’s failure to retract the flaps during a go-around, which resulted in decreased climb performance and a subsequent collision with trees and terrain.","Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on equipment, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot","https://data.ntsb.gov/Docket?ProjectID=105173"
"ERA22FA243","ACC","105141","2022-05-28T14:14:00Z","North Myrtle Beach","South Carolina","United States",,"N4421M","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105141"
"CEN22FA215","ACC","105142","2022-05-28T13:40:00Z","Whiskerville","Arkansas","United States",,"N178LB","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105142"
"ERA22LA246","ACC","105149","2022-05-28T12:02:00Z","Perry","Georgia","United States",,"N120PA","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105149"
"ANC22LA036","ACC","105144","2022-05-28T12:00:00Z","Gulkana","Alaska","United States",,"N5773M","false","Aviation","DirectorBrief","2022-09-08T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional during the landing rollout in crosswind conditions, which resulted in a runway excursion and impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation","https://data.ntsb.gov/Docket?ProjectID=105144"
"ANC22LA076","ACC","105946","2022-05-27T22:29:00Z","Big Lake","Alaska","United States",,"N5896B","false","Aviation","DirectorBrief","2023-02-09T05:00:00Z","None","0","0","0","A hard landing for an unknown reason, resulting in substantial damage to the airplane.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105946"
"DCA22WA190","ACC","105828","2022-05-27T21:48:00Z","Lahore",,"Pakistan",,"A6-BLF","false","Aviation","None",,"Serious","0","1","6",,,"https://data.ntsb.gov/Docket?ProjectID=105828"
"DCA22WA195","OCC","105883","2022-05-27T21:48:00Z","Lahore","Other Foreign","Pakistan",,"A6-BLF","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105883"
"ERA22LA244","ACC","105146","2022-05-27T19:00:00Z","Monongahela","Pennsylvania","United States",,"N84583","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105146"
"CEN22LA218","ACC","105159","2022-05-27T15:30:00Z","Princeton","Minnesota","United States",,"N2899N","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None","0","0","0","The pilot’s failure to maintain proper approach glide path, which resulted in a collision with trees.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - (general) - Pilot","https://data.ntsb.gov/Docket?ProjectID=105159"
"CEN22LA225","ACC","105187","2022-05-27T09:40:00Z","Roanoke","Texas","United States",,"N8926D","false","Aviation","DirectorBrief","2023-02-23T05:00:00Z","None","0","0","0","Inadequate maintenance of the airplane’s brake system that resulted in a hole in the brake line, the loss of brake fluid, and the subsequent loss of brake functionality.","Aircraft - Fluids/misc hardware - Misc hardware - Hoses and tubes - Not serviced/maintained","https://data.ntsb.gov/Docket?ProjectID=105187"
"ANC22LA037","ACC","105156","2022-05-27T09:15:00Z","Willow","Alaska","United States",,"N1694M","false","Aviation","DirectorBrief","2022-09-08T04:00:00Z","None","0","0","0","The pilot’s selection of unsuitable terrain for landing which resulted in a nose over.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Decision related to condition","https://data.ntsb.gov/Docket?ProjectID=105156"
"CEN22LA226","ACC","105188","2022-05-27T07:30:00Z","Weiner","Arkansas","United States",,"N579LA","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","Serious","0","1","0","The pilot’s failure to maintain clearance from the telephone pole during a low-level aerial application pass.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Pole - Awareness of condition","https://data.ntsb.gov/Docket?ProjectID=105188"
